,Position,Age,Overall,Preferred Foot,Body Type,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
16745,CM,19.0,56.0,0.0,0.0,70.0,165.0,47.0,47.0,49.0,60.0,45.0,55.0,58.0,64.0,54.0,61.0,68.0,75.0,70.0,48.0,67.0,55.0,64.0,59.0,57.0,56.0,60.0,47.0,53.0,52.0,49.0,52.0,49.0,54.0,49.0
16746,ST,18.0,56.0,0.0,1.0,72.0,163.0,39.0,55.0,55.0,52.0,47.0,57.0,45.0,33.0,28.0,59.0,67.0,67.0,70.0,52.0,65.0,55.0,66.0,62.0,59.0,48.0,47.0,20.0,48.0,44.0,50.0,44.0,24.0,22.0,20.0
16747,CB,19.0,56.0,0.0,0.0,73.0,165.0,54.0,24.0,56.0,52.0,24.0,43.0,31.0,33.0,48.0,52.0,63.0,63.0,64.0,51.0,66.0,29.0,67.0,57.0,68.0,28.0,51.0,52.0,46.0,36.0,37.0,39.0,46.0,59.0,52.0
16748,CB,19.0,56.0,0.0,0.0,76.0,183.0,37.0,31.0,60.0,42.0,34.0,26.0,21.0,25.0,29.0,41.0,55.0,67.0,44.0,58.0,48.0,62.0,52.0,59.0,77.0,27.0,72.0,42.0,31.0,29.0,34.0,39.0,48.0,61.0,45.0
16749,CB,20.0,56.0,0.0,1.0,72.0,154.0,20.0,20.0,52.0,38.0,28.0,22.0,21.0,21.0,23.0,36.0,57.0,66.0,46.0,55.0,64.0,38.0,73.0,63.0,59.0,15.0,55.0,54.0,22.0,30.0,33.0,36.0,59.0,56.0,59.0
16750,CM,18.0,56.0,0.0,1.0,67.0,146.0,51.0,43.0,38.0,63.0,49.0,58.0,56.0,42.0,56.0,59.0,66.0,63.0,82.0,55.0,85.0,59.0,52.0,47.0,47.0,52.0,59.0,39.0,49.0,54.0,49.0,59.0,43.0,45.0,43.0
16751,CAM,20.0,56.0,0.0,0.0,68.0,132.0,33.0,58.0,49.0,48.0,50.0,60.0,48.0,39.0,35.0,60.0,76.0,75.0,81.0,45.0,83.0,46.0,61.0,55.0,33.0,47.0,28.0,16.0,50.0,52.0,55.0,45.0,49.0,15.0,16.0
16752,RM,23.0,56.0,0.0,0.0,65.0,141.0,52.0,43.0,36.0,62.0,39.0,57.0,48.0,47.0,57.0,52.0,72.0,69.0,67.0,47.0,91.0,53.0,53.0,53.0,30.0,40.0,39.0,29.0,44.0,55.0,50.0,54.0,33.0,37.0,42.0
16753,CB,23.0,56.0,0.0,0.0,74.0,174.0,39.0,16.0,57.0,52.0,28.0,47.0,38.0,26.0,42.0,52.0,50.0,52.0,50.0,40.0,49.0,32.0,68.0,60.0,68.0,24.0,62.0,54.0,29.0,26.0,23.0,53.0,49.0,55.0,53.0
16756,RB,17.0,56.0,0.0,1.0,70.0,152.0,46.0,32.0,44.0,56.0,34.0,47.0,50.0,31.0,52.0,52.0,63.0,64.0,61.0,55.0,60.0,46.0,56.0,60.0,49.0,41.0,48.0,58.0,41.0,49.0,30.0,50.0,60.0,51.0,51.0
16757,RM,21.0,56.0,0.0,1.0,68.0,154.0,45.0,55.0,32.0,44.0,44.0,69.0,43.0,37.0,51.0,56.0,67.0,82.0,59.0,47.0,76.0,58.0,58.0,44.0,56.0,34.0,38.0,29.0,43.0,45.0,41.0,56.0,35.0,32.0,38.0
16760,GK,20.0,56.0,0.0,0.0,76.0,196.0,12.0,8.0,4.0,34.0,5.0,10.0,11.0,10.0,38.0,12.0,20.0,21.0,34.0,46.0,47.0,20.0,63.0,27.0,36.0,10.0,29.0,12.0,2.0,41.0,14.0,35.0,16.0,14.0,12.0
16761,LB,18.0,56.0,1.0,1.0,70.0,159.0,50.0,30.0,53.0,45.0,23.0,55.0,35.0,31.0,34.0,50.0,77.0,78.0,69.0,47.0,74.0,41.0,67.0,63.0,58.0,33.0,48.0,52.0,50.0,40.0,32.0,36.0,54.0,55.0,53.0
16762,RM,21.0,56.0,0.0,1.0,69.0,150.0,54.0,48.0,46.0,46.0,48.0,62.0,61.0,41.0,43.0,60.0,67.0,66.0,63.0,52.0,67.0,51.0,54.0,50.0,50.0,39.0,48.0,32.0,48.0,50.0,53.0,44.0,54.0,31.0,25.0
16763,LM,20.0,56.0,0.0,1.0,70.0,143.0,49.0,36.0,60.0,68.0,33.0,55.0,41.0,45.0,65.0,62.0,63.0,63.0,59.0,52.0,74.0,55.0,56.0,66.0,41.0,34.0,59.0,62.0,29.0,54.0,49.0,43.0,54.0,49.0,64.0
16764,GK,21.0,56.0,0.0,1.0,76.0,183.0,10.0,9.0,12.0,22.0,8.0,13.0,11.0,11.0,16.0,12.0,27.0,27.0,34.0,35.0,28.0,26.0,33.0,26.0,57.0,9.0,21.0,8.0,6.0,28.0,16.0,43.0,9.0,10.0,11.0
16765,GK,28.0,56.0,0.0,0.0,74.0,190.0,11.0,8.0,23.0,23.0,14.0,13.0,21.0,24.0,22.0,24.0,35.0,35.0,28.0,44.0,29.0,23.0,16.0,37.0,34.0,17.0,22.0,12.0,11.0,24.0,22.0,22.0,30.0,10.0,7.0
16766,RB,18.0,56.0,0.0,1.0,70.0,154.0,51.0,26.0,44.0,30.0,27.0,53.0,28.0,32.0,28.0,38.0,78.0,73.0,61.0,51.0,75.0,24.0,60.0,59.0,48.0,22.0,51.0,53.0,45.0,35.0,40.0,44.0,59.0,59.0,60.0
16767,LB,23.0,56.0,1.0,1.0,68.0,159.0,59.0,30.0,52.0,39.0,30.0,55.0,38.0,40.0,30.0,59.0,68.0,69.0,59.0,54.0,68.0,33.0,54.0,38.0,61.0,36.0,58.0,54.0,51.0,38.0,41.0,40.0,48.0,60.0,62.0
16768,CB,19.0,56.0,0.0,0.0,72.0,168.0,41.0,29.0,53.0,55.0,31.0,52.0,35.0,34.0,53.0,54.0,54.0,56.0,56.0,56.0,55.0,47.0,54.0,52.0,60.0,33.0,55.0,55.0,39.0,46.0,40.0,42.0,54.0,56.0,54.0
16769,ST,19.0,56.0,1.0,1.0,64.0,117.0,32.0,65.0,42.0,41.0,52.0,61.0,51.0,42.0,32.0,59.0,75.0,73.0,79.0,43.0,91.0,53.0,58.0,41.0,32.0,54.0,45.0,21.0,56.0,51.0,56.0,44.0,22.0,27.0,22.0
16770,GK,18.0,56.0,0.0,0.0,73.0,165.0,12.0,9.0,13.0,25.0,9.0,10.0,13.0,12.0,28.0,13.0,29.0,26.0,28.0,55.0,38.0,21.0,40.0,22.0,41.0,8.0,21.0,10.0,6.0,18.0,25.0,32.0,8.0,8.0,15.0
16771,LM,23.0,56.0,0.0,1.0,72.0,165.0,57.0,49.0,53.0,53.0,27.0,52.0,21.0,20.0,45.0,57.0,69.0,74.0,64.0,55.0,65.0,63.0,65.0,63.0,65.0,44.0,44.0,27.0,57.0,34.0,36.0,40.0,31.0,34.0,32.0
16772,GK,22.0,56.0,0.0,0.0,73.0,168.0,21.0,12.0,19.0,25.0,14.0,17.0,21.0,18.0,29.0,24.0,23.0,22.0,26.0,56.0,25.0,19.0,28.0,26.0,49.0,16.0,24.0,23.0,13.0,28.0,20.0,23.0,15.0,20.0,22.0
16774,CM,17.0,56.0,0.0,1.0,70.0,159.0,44.0,49.0,44.0,58.0,42.0,57.0,50.0,44.0,52.0,63.0,69.0,70.0,58.0,50.0,56.0,52.0,61.0,64.0,54.0,53.0,57.0,48.0,47.0,56.0,42.0,50.0,46.0,51.0,56.0
16775,CM,22.0,56.0,0.0,1.0,68.0,137.0,43.0,29.0,42.0,60.0,33.0,49.0,30.0,30.0,56.0,54.0,65.0,66.0,85.0,54.0,75.0,47.0,58.0,77.0,56.0,38.0,52.0,51.0,54.0,53.0,42.0,39.0,58.0,47.0,40.0
16776,LM,19.0,56.0,0.0,1.0,67.0,143.0,48.0,41.0,31.0,54.0,41.0,51.0,50.0,35.0,47.0,55.0,81.0,68.0,78.0,50.0,82.0,47.0,67.0,59.0,43.0,34.0,65.0,34.0,55.0,52.0,41.0,50.0,25.0,36.0,34.0
16777,GK,21.0,56.0,0.0,0.0,74.0,176.0,13.0,7.0,11.0,23.0,6.0,7.0,14.0,11.0,18.0,17.0,25.0,28.0,34.0,51.0,37.0,22.0,40.0,22.0,33.0,6.0,20.0,6.0,7.0,34.0,18.0,39.0,10.0,11.0,10.0
16778,CM,19.0,56.0,0.0,1.0,69.0,157.0,54.0,33.0,48.0,59.0,42.0,56.0,56.0,60.0,59.0,58.0,63.0,68.0,60.0,55.0,74.0,57.0,62.0,65.0,61.0,41.0,56.0,50.0,47.0,50.0,42.0,52.0,54.0,56.0,52.0
16779,ST,20.0,56.0,0.0,0.0,70.0,157.0,29.0,56.0,49.0,45.0,49.0,55.0,33.0,31.0,25.0,53.0,72.0,73.0,62.0,55.0,71.0,58.0,56.0,51.0,52.0,53.0,33.0,32.0,55.0,44.0,60.0,49.0,41.0,10.0,12.0
16780,RB,23.0,56.0,0.0,0.0,74.0,192.0,45.0,29.0,58.0,43.0,31.0,38.0,33.0,27.0,38.0,43.0,65.0,73.0,49.0,40.0,55.0,33.0,72.0,66.0,77.0,32.0,47.0,54.0,30.0,32.0,35.0,41.0,53.0,63.0,61.0
16781,CB,26.0,56.0,0.0,0.0,73.0,172.0,23.0,24.0,41.0,33.0,26.0,23.0,22.0,29.0,22.0,27.0,70.0,73.0,40.0,46.0,54.0,38.0,73.0,57.0,80.0,23.0,47.0,51.0,21.0,25.0,32.0,52.0,58.0,59.0,60.0
16783,CDM,18.0,56.0,0.0,1.0,70.0,150.0,46.0,39.0,38.0,58.0,38.0,50.0,51.0,42.0,54.0,54.0,58.0,60.0,62.0,53.0,68.0,46.0,66.0,58.0,57.0,40.0,62.0,55.0,45.0,52.0,45.0,55.0,51.0,55.0,52.0
16784,CM,24.0,56.0,0.0,0.0,71.0,172.0,52.0,58.0,53.0,65.0,33.0,49.0,48.0,53.0,59.0,56.0,63.0,65.0,60.0,48.0,72.0,49.0,45.0,58.0,59.0,58.0,35.0,35.0,49.0,63.0,48.0,53.0,48.0,33.0,35.0
16785,GK,35.0,56.0,0.0,1.0,73.0,168.0,11.0,7.0,13.0,23.0,8.0,13.0,11.0,10.0,21.0,17.0,19.0,24.0,24.0,52.0,48.0,19.0,60.0,20.0,42.0,6.0,24.0,10.0,4.0,35.0,16.0,39.0,12.0,12.0,11.0
16786,CM,21.0,56.0,0.0,0.0,71.0,165.0,44.0,46.0,59.0,58.0,38.0,55.0,42.0,48.0,57.0,54.0,53.0,52.0,51.0,55.0,58.0,47.0,57.0,47.0,59.0,45.0,50.0,52.0,51.0,56.0,51.0,48.0,59.0,60.0,59.0
16787,CM,18.0,56.0,0.0,0.0,70.0,159.0,35.0,47.0,55.0,62.0,31.0,50.0,47.0,37.0,60.0,58.0,68.0,68.0,70.0,49.0,75.0,50.0,60.0,66.0,57.0,48.0,59.0,46.0,43.0,50.0,46.0,55.0,39.0,59.0,58.0
16788,CDM,20.0,56.0,0.0,0.0,72.0,161.0,41.0,28.0,51.0,63.0,31.0,49.0,36.0,36.0,61.0,50.0,61.0,64.0,63.0,52.0,62.0,54.0,59.0,62.0,56.0,36.0,59.0,49.0,35.0,50.0,39.0,49.0,51.0,49.0,58.0
16789,GK,23.0,56.0,0.0,1.0,72.0,165.0,15.0,6.0,17.0,25.0,7.0,8.0,14.0,13.0,27.0,13.0,26.0,35.0,37.0,50.0,49.0,14.0,60.0,23.0,44.0,12.0,22.0,15.0,7.0,34.0,14.0,30.0,9.0,13.0,11.0
16790,GK,21.0,56.0,0.0,0.0,73.0,176.0,15.0,10.0,10.0,35.0,12.0,11.0,14.0,17.0,31.0,18.0,16.0,18.0,38.0,37.0,35.0,26.0,55.0,32.0,61.0,8.0,29.0,10.0,8.0,53.0,12.0,45.0,19.0,15.0,17.0
16791,GK,21.0,56.0,0.0,1.0,75.0,165.0,12.0,6.0,11.0,26.0,8.0,8.0,11.0,13.0,28.0,12.0,21.0,18.0,32.0,39.0,22.0,22.0,36.0,26.0,45.0,7.0,26.0,11.0,9.0,27.0,16.0,22.0,8.0,13.0,10.0
16792,GK,18.0,56.0,0.0,0.0,75.0,172.0,12.0,10.0,12.0,24.0,7.0,13.0,12.0,13.0,23.0,14.0,27.0,28.0,32.0,40.0,26.0,28.0,31.0,17.0,58.0,7.0,18.0,11.0,5.0,33.0,10.0,31.0,6.0,13.0,12.0
16794,ST,21.0,56.0,0.0,0.0,67.0,139.0,44.0,56.0,40.0,47.0,45.0,61.0,41.0,39.0,39.0,60.0,70.0,72.0,66.0,45.0,87.0,65.0,36.0,39.0,35.0,50.0,28.0,24.0,55.0,49.0,50.0,41.0,28.0,22.0,24.0
16795,ST,23.0,56.0,0.0,0.0,74.0,176.0,30.0,59.0,58.0,39.0,40.0,56.0,33.0,29.0,32.0,48.0,69.0,73.0,52.0,56.0,68.0,54.0,59.0,46.0,49.0,52.0,35.0,19.0,53.0,51.0,62.0,48.0,16.0,16.0,20.0
16796,CB,19.0,56.0,0.0,0.0,73.0,174.0,22.0,18.0,48.0,31.0,31.0,28.0,26.0,28.0,26.0,30.0,55.0,55.0,46.0,48.0,59.0,38.0,71.0,63.0,57.0,23.0,45.0,60.0,29.0,31.0,42.0,43.0,59.0,65.0,55.0
16797,RM,19.0,56.0,1.0,1.0,69.0,143.0,59.0,46.0,40.0,47.0,42.0,66.0,62.0,69.0,45.0,55.0,82.0,80.0,86.0,40.0,79.0,62.0,46.0,59.0,53.0,54.0,39.0,26.0,38.0,39.0,64.0,46.0,17.0,24.0,23.0
16798,ST,21.0,56.0,0.0,0.0,74.0,168.0,36.0,54.0,55.0,47.0,40.0,50.0,45.0,42.0,37.0,50.0,67.0,68.0,56.0,53.0,72.0,52.0,61.0,59.0,71.0,53.0,45.0,20.0,54.0,49.0,63.0,51.0,30.0,25.0,32.0
16799,ST,18.0,56.0,0.0,1.0,73.0,154.0,29.0,60.0,57.0,39.0,42.0,46.0,41.0,30.0,32.0,50.0,62.0,61.0,52.0,52.0,61.0,58.0,66.0,52.0,59.0,52.0,31.0,17.0,56.0,44.0,60.0,51.0,11.0,19.0,19.0
16800,LB,22.0,56.0,1.0,2.0,66.0,159.0,48.0,26.0,41.0,34.0,25.0,54.0,48.0,33.0,33.0,49.0,73.0,75.0,62.0,55.0,70.0,26.0,61.0,66.0,58.0,25.0,48.0,48.0,55.0,36.0,33.0,44.0,55.0,56.0,58.0
16801,RB,18.0,56.0,0.0,1.0,70.0,165.0,45.0,30.0,50.0,45.0,23.0,45.0,32.0,28.0,40.0,41.0,72.0,67.0,61.0,55.0,55.0,35.0,59.0,60.0,54.0,27.0,54.0,59.0,54.0,40.0,31.0,41.0,59.0,54.0,55.0
16802,GK,23.0,56.0,0.0,0.0,74.0,179.0,14.0,14.0,15.0,27.0,14.0,13.0,15.0,15.0,23.0,21.0,37.0,39.0,35.0,47.0,55.0,25.0,52.0,30.0,55.0,16.0,20.0,18.0,13.0,19.0,20.0,38.0,16.0,15.0,13.0
16803,ST,21.0,56.0,0.0,1.0,72.0,163.0,39.0,58.0,59.0,50.0,47.0,49.0,41.0,43.0,36.0,54.0,55.0,58.0,64.0,55.0,62.0,50.0,68.0,55.0,63.0,52.0,37.0,19.0,54.0,49.0,60.0,48.0,28.0,16.0,23.0
16804,CM,18.0,56.0,1.0,1.0,70.0,150.0,40.0,42.0,44.0,68.0,43.0,59.0,45.0,39.0,61.0,56.0,68.0,68.0,63.0,52.0,73.0,51.0,53.0,52.0,45.0,41.0,43.0,26.0,44.0,57.0,49.0,54.0,39.0,46.0,53.0
16805,RM,20.0,56.0,0.0,1.0,70.0,137.0,47.0,51.0,48.0,51.0,47.0,61.0,47.0,44.0,45.0,55.0,72.0,71.0,52.0,54.0,65.0,55.0,60.0,54.0,44.0,52.0,38.0,24.0,42.0,56.0,47.0,53.0,35.0,30.0,42.0
16806,GK,18.0,56.0,0.0,1.0,78.0,198.0,12.0,8.0,10.0,28.0,5.0,7.0,13.0,14.0,27.0,13.0,28.0,25.0,42.0,49.0,28.0,22.0,43.0,20.0,70.0,7.0,25.0,11.0,8.0,38.0,18.0,42.0,12.0,10.0,14.0
16808,GK,21.0,56.0,0.0,0.0,74.0,192.0,11.0,11.0,19.0,22.0,19.0,16.0,16.0,16.0,24.0,20.0,48.0,48.0,31.0,50.0,53.0,23.0,56.0,30.0,76.0,17.0,23.0,22.0,10.0,38.0,20.0,39.0,19.0,17.0,13.0
16809,RB,20.0,56.0,0.0,0.0,72.0,163.0,52.0,27.0,44.0,53.0,23.0,56.0,39.0,28.0,32.0,48.0,68.0,66.0,69.0,55.0,63.0,25.0,63.0,68.0,59.0,22.0,52.0,50.0,45.0,32.0,38.0,50.0,45.0,53.0,57.0
16810,CM,26.0,56.0,1.0,0.0,70.0,150.0,51.0,38.0,54.0,73.0,33.0,56.0,45.0,39.0,64.0,59.0,63.0,64.0,59.0,53.0,75.0,60.0,56.0,32.0,40.0,33.0,65.0,52.0,32.0,53.0,48.0,40.0,38.0,56.0,62.0
16812,LM,20.0,56.0,1.0,0.0,69.0,165.0,56.0,44.0,46.0,52.0,45.0,64.0,49.0,39.0,51.0,64.0,62.0,61.0,52.0,40.0,72.0,60.0,42.0,44.0,54.0,47.0,38.0,19.0,40.0,59.0,66.0,48.0,31.0,41.0,47.0
16813,CM,26.0,56.0,0.0,1.0,69.0,157.0,55.0,44.0,54.0,62.0,46.0,62.0,44.0,45.0,58.0,59.0,61.0,58.0,58.0,62.0,64.0,57.0,60.0,53.0,50.0,41.0,56.0,56.0,29.0,52.0,52.0,54.0,51.0,53.0,59.0
16814,GK,22.0,56.0,0.0,0.0,73.0,170.0,16.0,12.0,11.0,31.0,19.0,18.0,20.0,19.0,19.0,16.0,49.0,46.0,39.0,49.0,57.0,17.0,50.0,43.0,60.0,12.0,20.0,18.0,14.0,14.0,17.0,36.0,18.0,16.0,19.0
16815,CDM,19.0,56.0,0.0,1.0,71.0,165.0,38.0,35.0,49.0,61.0,31.0,55.0,42.0,33.0,45.0,60.0,55.0,50.0,62.0,55.0,76.0,51.0,52.0,40.0,62.0,31.0,60.0,55.0,40.0,50.0,45.0,51.0,53.0,56.0,52.0
16816,CB,17.0,56.0,1.0,2.0,72.0,174.0,26.0,35.0,54.0,48.0,26.0,44.0,36.0,28.0,52.0,48.0,69.0,68.0,50.0,42.0,58.0,47.0,65.0,64.0,74.0,40.0,61.0,50.0,28.0,34.0,39.0,55.0,50.0,57.0,54.0
16817,CAM,19.0,56.0,0.0,0.0,69.0,141.0,51.0,38.0,41.0,62.0,43.0,55.0,47.0,46.0,57.0,57.0,73.0,68.0,74.0,46.0,78.0,48.0,70.0,48.0,37.0,36.0,42.0,27.0,47.0,54.0,50.0,50.0,52.0,36.0,39.0
16818,GK,19.0,56.0,0.0,1.0,70.0,170.0,32.0,12.0,21.0,57.0,11.0,12.0,30.0,31.0,44.0,21.0,29.0,30.0,34.0,52.0,46.0,48.0,56.0,26.0,42.0,20.0,27.0,23.0,12.0,48.0,31.0,45.0,10.0,10.0,11.0
16819,RM,20.0,56.0,0.0,0.0,70.0,152.0,45.0,47.0,44.0,50.0,33.0,58.0,36.0,36.0,40.0,56.0,78.0,76.0,74.0,48.0,66.0,52.0,57.0,60.0,53.0,47.0,48.0,36.0,48.0,52.0,46.0,41.0,44.0,44.0,44.0
16820,CM,18.0,56.0,0.0,0.0,71.0,150.0,46.0,50.0,50.0,63.0,42.0,55.0,55.0,47.0,59.0,58.0,64.0,70.0,57.0,57.0,62.0,60.0,59.0,45.0,38.0,59.0,42.0,34.0,45.0,58.0,44.0,59.0,41.0,42.0,47.0
16821,RB,19.0,56.0,0.0,1.0,74.0,157.0,54.0,53.0,41.0,53.0,46.0,55.0,52.0,38.0,48.0,53.0,67.0,69.0,63.0,52.0,64.0,55.0,71.0,56.0,51.0,37.0,34.0,55.0,51.0,49.0,51.0,50.0,51.0,56.0,52.0
16822,CM,22.0,56.0,0.0,0.0,74.0,176.0,35.0,55.0,40.0,60.0,61.0,54.0,60.0,63.0,54.0,50.0,65.0,69.0,61.0,50.0,55.0,62.0,67.0,63.0,79.0,63.0,77.0,48.0,54.0,56.0,39.0,55.0,38.0,46.0,47.0
16823,CM,18.0,56.0,0.0,1.0,71.0,146.0,41.0,31.0,44.0,64.0,32.0,57.0,46.0,43.0,61.0,58.0,66.0,64.0,60.0,49.0,66.0,51.0,57.0,54.0,42.0,38.0,54.0,41.0,56.0,51.0,39.0,40.0,51.0,45.0,41.0
16824,GK,26.0,56.0,0.0,0.0,74.0,209.0,14.0,17.0,11.0,24.0,17.0,12.0,19.0,13.0,23.0,17.0,45.0,47.0,39.0,50.0,40.0,16.0,54.0,41.0,85.0,14.0,18.0,24.0,20.0,14.0,22.0,36.0,15.0,12.0,18.0
16825,CM,20.0,56.0,0.0,0.0,72.0,170.0,38.0,27.0,43.0,65.0,31.0,56.0,36.0,38.0,54.0,57.0,69.0,66.0,54.0,63.0,59.0,51.0,61.0,72.0,75.0,38.0,52.0,44.0,63.0,46.0,36.0,62.0,49.0,41.0,44.0
16827,ST,18.0,56.0,0.0,1.0,73.0,168.0,29.0,63.0,52.0,44.0,40.0,47.0,34.0,31.0,32.0,54.0,58.0,65.0,57.0,50.0,64.0,52.0,71.0,58.0,71.0,55.0,34.0,16.0,50.0,46.0,60.0,48.0,17.0,12.0,16.0
16828,ST,21.0,56.0,0.0,1.0,74.0,165.0,29.0,60.0,52.0,40.0,35.0,55.0,42.0,29.0,31.0,54.0,69.0,65.0,64.0,51.0,55.0,54.0,62.0,60.0,63.0,54.0,39.0,25.0,56.0,46.0,50.0,49.0,38.0,17.0,11.0
16829,ST,18.0,56.0,0.0,1.0,72.0,148.0,33.0,58.0,50.0,55.0,42.0,62.0,33.0,27.0,27.0,58.0,67.0,42.0,70.0,55.0,65.0,56.0,64.0,33.0,39.0,49.0,22.0,15.0,56.0,50.0,40.0,45.0,21.0,19.0,12.0
16830,ST,18.0,56.0,0.0,0.0,74.0,168.0,32.0,58.0,54.0,47.0,38.0,57.0,42.0,28.0,29.0,56.0,83.0,80.0,76.0,50.0,53.0,48.0,64.0,51.0,50.0,44.0,27.0,17.0,52.0,45.0,62.0,47.0,24.0,12.0,16.0
16831,GK,21.0,56.0,1.0,0.0,72.0,176.0,17.0,13.0,16.0,31.0,16.0,20.0,21.0,13.0,25.0,24.0,44.0,41.0,32.0,62.0,58.0,19.0,52.0,24.0,64.0,16.0,23.0,23.0,12.0,15.0,28.0,31.0,14.0,16.0,20.0
16832,ST,19.0,56.0,0.0,1.0,68.0,139.0,31.0,62.0,51.0,45.0,40.0,51.0,52.0,58.0,29.0,52.0,69.0,68.0,57.0,51.0,81.0,57.0,63.0,64.0,38.0,49.0,28.0,12.0,57.0,42.0,67.0,58.0,19.0,12.0,20.0
16834,RM,19.0,56.0,1.0,1.0,67.0,128.0,51.0,49.0,30.0,53.0,47.0,56.0,45.0,42.0,49.0,54.0,72.0,73.0,74.0,49.0,80.0,52.0,50.0,52.0,43.0,46.0,33.0,18.0,54.0,51.0,48.0,46.0,17.0,21.0,23.0
16835,CB,19.0,56.0,0.0,0.0,72.0,168.0,39.0,29.0,59.0,44.0,26.0,46.0,39.0,27.0,41.0,41.0,78.0,77.0,65.0,52.0,65.0,37.0,72.0,57.0,66.0,25.0,52.0,49.0,37.0,33.0,38.0,49.0,55.0,55.0,54.0
16836,CB,23.0,56.0,0.0,0.0,72.0,154.0,41.0,26.0,56.0,55.0,25.0,49.0,32.0,30.0,49.0,52.0,48.0,63.0,70.0,50.0,64.0,45.0,62.0,78.0,61.0,26.0,60.0,52.0,39.0,48.0,39.0,35.0,53.0,54.0,53.0
16837,RM,20.0,56.0,0.0,0.0,72.0,159.0,55.0,39.0,34.0,43.0,44.0,62.0,35.0,42.0,44.0,57.0,77.0,78.0,65.0,45.0,62.0,58.0,46.0,61.0,56.0,34.0,32.0,52.0,53.0,50.0,48.0,39.0,36.0,41.0,43.0
16838,CDM,20.0,56.0,0.0,2.0,65.0,152.0,49.0,38.0,54.0,61.0,41.0,57.0,46.0,48.0,61.0,55.0,57.0,57.0,52.0,57.0,76.0,58.0,56.0,37.0,45.0,34.0,59.0,54.0,37.0,41.0,46.0,46.0,55.0,51.0,64.0
16839,LM,19.0,56.0,1.0,1.0,70.0,141.0,55.0,51.0,48.0,56.0,39.0,52.0,44.0,37.0,52.0,47.0,73.0,66.0,65.0,56.0,74.0,53.0,58.0,67.0,40.0,37.0,55.0,44.0,50.0,50.0,46.0,46.0,43.0,45.0,50.0
16840,GK,28.0,56.0,0.0,0.0,72.0,163.0,10.0,10.0,11.0,18.0,9.0,11.0,10.0,11.0,21.0,14.0,31.0,36.0,34.0,56.0,51.0,13.0,63.0,17.0,58.0,8.0,16.0,8.0,7.0,34.0,12.0,15.0,9.0,13.0,11.0
16841,ST,22.0,56.0,0.0,0.0,73.0,172.0,34.0,57.0,68.0,38.0,45.0,45.0,24.0,28.0,36.0,51.0,53.0,60.0,46.0,55.0,48.0,50.0,64.0,62.0,78.0,51.0,66.0,23.0,53.0,44.0,59.0,45.0,19.0,24.0,19.0
16842,CAM,19.0,56.0,0.0,0.0,69.0,143.0,48.0,47.0,40.0,68.0,45.0,49.0,51.0,47.0,60.0,56.0,57.0,70.0,61.0,48.0,71.0,49.0,52.0,68.0,48.0,38.0,45.0,41.0,44.0,62.0,51.0,62.0,41.0,48.0,53.0
16843,CDM,25.0,56.0,1.0,1.0,69.0,139.0,43.0,40.0,48.0,58.0,30.0,57.0,32.0,34.0,54.0,58.0,59.0,56.0,53.0,54.0,54.0,39.0,52.0,59.0,60.0,33.0,51.0,53.0,45.0,53.0,36.0,52.0,52.0,53.0,52.0
16844,RB,18.0,56.0,0.0,1.0,66.0,139.0,53.0,28.0,36.0,50.0,21.0,51.0,32.0,34.0,38.0,39.0,86.0,88.0,67.0,53.0,88.0,22.0,58.0,59.0,45.0,23.0,50.0,45.0,52.0,37.0,33.0,50.0,53.0,50.0,55.0
16845,CM,23.0,56.0,0.0,0.0,67.0,146.0,44.0,31.0,53.0,61.0,39.0,50.0,34.0,36.0,58.0,56.0,68.0,60.0,70.0,64.0,84.0,60.0,47.0,61.0,44.0,40.0,62.0,41.0,58.0,57.0,48.0,59.0,52.0,45.0,52.0
16846,ST,21.0,56.0,0.0,1.0,68.0,154.0,39.0,59.0,48.0,48.0,43.0,54.0,38.0,38.0,36.0,48.0,76.0,80.0,67.0,66.0,61.0,48.0,68.0,69.0,59.0,47.0,50.0,30.0,47.0,48.0,54.0,47.0,52.0,31.0,26.0
16847,CM,18.0,56.0,0.0,1.0,70.0,163.0,48.0,49.0,42.0,60.0,43.0,62.0,50.0,47.0,59.0,60.0,65.0,65.0,67.0,43.0,71.0,45.0,68.0,69.0,53.0,40.0,47.0,23.0,44.0,58.0,50.0,52.0,58.0,50.0,51.0
16848,CM,21.0,56.0,0.0,0.0,69.0,161.0,44.0,41.0,40.0,59.0,38.0,55.0,47.0,43.0,57.0,59.0,67.0,68.0,78.0,48.0,71.0,57.0,81.0,69.0,64.0,55.0,60.0,45.0,46.0,55.0,45.0,50.0,46.0,46.0,42.0
16849,CAM,17.0,56.0,1.0,1.0,65.0,141.0,40.0,41.0,40.0,69.0,42.0,52.0,50.0,44.0,65.0,58.0,53.0,61.0,49.0,44.0,64.0,47.0,55.0,44.0,43.0,34.0,38.0,21.0,45.0,61.0,47.0,58.0,19.0,47.0,52.0
